#S W T DMe thres logL Z DMi DMh DMs
4.074071131686540781e+01 4.323971959165277212e+00 9.684002080390476408e+01 3.464425434571015785e+02 1.241689292356746499e+01 4.396656790373523904e+01 2.268540876592051170e-01 1.915107696155019426e+02 1.496784800570790992e+02 4.040019998877891538e+01
1.644438108192683501e+01 8.348712094154450369e+00 1.177946195291233096e+02 7.030141485564442974e+02 8.936030206388080543e+00 4.468903085058189362e+01 7.567272369357264106e-01 6.733364991233172532e+02 2.904729614014303962e+01 2.308823894726142356e+01
1.318763135065032621e+01 6.514482936564314208e+00 6.398500480601921225e+01 5.231574755886090315e+02 1.011612984425567952e+01 4.450648946147912000e+01 5.657034891296631729e-01 4.977304391921674664e+02 2.853657725109504995e+01 1.127462235304039240e+01
2.637635536186143881e+01 9.434549275085878151e+00 6.910330486872675237e+01 4.566323294848848491e+02 8.406085286089357567e+00 4.439072913861174641e+01 3.622397123053369139e-01 3.121430820849782890e+02 1.548738539625382202e+02 4.195513684672516064e+01
1.490703691495511052e+01 1.458656711920030880e+01 3.433802296100024876e+01 8.121648937918504316e+02 6.760484526485164736e+00 4.486726906198530429e+01 8.470221275687626061e-01 7.560827590152737230e+02 8.976920426588175417e+01 1.381573962774910669e+01
3.356218741715514398e+01 1.552892224944357302e+00 1.501196498890437070e+01 5.659598818389792996e+02 2.071971191431684645e+01 4.490591134577930887e+01 6.061597761301945608e-01 5.349133072480175315e+02 2.824273549685467088e+01 2.162302379777389305e+01
5.599857920686891788e+01 2.496048534736445390e+00 2.354873434615348415e+01 2.985283235677350717e+02 1.634285236885175507e+01 4.426478998355306516e+01 2.917015288258943961e-01 2.488774370701703731e+02 3.738688700054438385e+01 2.674723899592088472e+01
2.774914550775699809e+02 2.899874750972936788e+00 5.772857732157693533e+01 4.563052889598939146e+02 1.516228829957165658e+01 4.551151381453602340e+01 4.674601659479749038e-01 4.077143184654824495e+02 5.199527686211702360e+01 1.931003676318514550e+01
1.100965832209388253e+02 5.125007844129342516e+00 1.241407574295162135e+02 3.076383223491303625e+02 1.140531024198114274e+01 4.468509312779772813e+01 2.711735167321230877e-01 2.306259485918821781e+02 5.762969898573151539e+01 4.026639099515828946e+01
5.820411748184891394e+02 4.152398933584667162e+00 5.574017649466399860e+01 2.912033772487938563e+02 1.267082331505000248e+01 4.540703526916442456e+01 3.061155348268025378e-01 2.617357805673823918e+02 3.481896436654234606e+01 3.669121433059880033e+00
4.686967636174290419e+02 2.923895196676058905e+00 3.717565810511289470e+01 2.323266831967815449e+02 1.509987908298415071e+01 4.504382045031253057e+01 2.039058903818907753e-01 1.714362470595040406e+02 6.349531097966420390e+01 9.811043753926529831e+00
2.539108212763419914e+01 5.112441798788620595e+00 2.271099600863108776e+02 7.474539335295139608e+02 1.141931839031474460e+01 4.512299563761040844e+01 8.038558094278431820e-01 7.165656076691453791e+02 1.088600754598870246e+01 4.483207850073749512e+01
1.438621568226780489e+01 3.337355024060968844e+00 9.335317628562140868e+00 4.998919785643590785e+02 1.413361204142259986e+01 4.435761391605189630e+01 5.180293752507244553e-01 4.539851440243201068e+02 4.945755880948470207e+01 2.023036454706904053e+01
4.898012021184126752e+01 3.859419299255837377e+00 2.228007480485837846e+02 7.438831500692501777e+02 1.314296611950641669e+01 4.529217891103965599e+01 7.554274393315409952e-01 6.721436563945169382e+02 1.047627417134239494e+02 2.117073396695435861e+01
1.723015940796435430e+01 3.091301971992507003e+00 3.394835692111310976e+01 4.039118998495922597e+02 1.468532813446075203e+01 4.424562107324893390e+01 4.005766271720094807e-01 3.468199093904167398e+02 4.731461414061230641e+01 3.264709329523624604e+01
4.007681915918466586e+01 5.895010882474424063e-01 7.822100772865910301e+01 2.439204792455531674e+02 3.362885378006852477e+01 4.396061926807053766e+01 2.292236356906250938e-01 1.935877310064829544e+02 2.015388879349682938e+01 4.171631499123395770e+01
1.204676822060490338e+02 7.454252777127725160e+00 4.394852244000423269e+01 4.311293229920162275e+02 9.456976559515979375e+00 4.530061370292141021e+01 4.781933274806642320e-01 4.175218920367184410e+02 1.315730503499964499e+01 6.957108607275341861e+00
1.541403251711190592e+01 1.853480149864676108e+01 8.808006210073041586e+01 5.812739766239968731e+02 5.997363895499208120e+00 4.468924166116838137e+01 6.139784142793967003e-01 5.421043048841388554e+02 3.438544903106086537e+01 2.883355565147970268e+01
1.914298396781055800e+01 4.903946979553800212e+00 5.596979232449425012e+01 9.778970096903507283e+02 1.165954190000067747e+01 4.489036325488137891e+01 7.157363594023690156e-01 6.356822535273943231e+02 5.729176360039173233e+02 1.423266386888295543e+01
3.404004193218934660e+01 1.083001211118861606e+00 8.987329578842364697e+01 4.198958310241415575e+02 2.481075037923280391e+01 4.448709867817265007e+01 3.696502629598168443e-01 3.188258494025300251e+02 1.239845174655656450e+02 1.444600943981846441e+01
2.583541034370243850e+01 1.227955033527731166e+00 3.586654062437990120e+01 1.105987230799220924e+03 2.330038722969909060e+01 4.530657510406548738e+01 1.144739730147392498e+00 1.025178796416721070e+03 1.506126769575715798e+02 2.270038279358441713e+01
9.688989964270335875e+00 1.378668577961553687e+01 3.051057994594253842e+01 1.188944001268636384e+03 6.953835803519526237e+00 4.505235333860287739e+01 1.140146143230521547e+00 1.021089478287986253e+03 3.232408246034997887e+02 3.599238537733758392e+01
4.007595573522072385e+01 2.224067310926333363e+00 2.661307418359760035e+01 6.904512490868653458e+02 1.731332202865109693e+01 4.444286412000924713e+01 3.339816121983648634e-01 2.867047772369667769e+02 5.138593045849867167e+02 2.473106485274282207e+01
9.624873361195612986e+00 7.890314476531635535e+00 3.632842154703582338e+01 1.096024904648757001e+03 9.191940703100232923e+00 4.509841059053521661e+01 1.123430630838178734e+00 1.006208939594781327e+03 1.825038829102464888e+02 8.214088423656711768e+00
2.332242771158922068e+01 1.392704217713584391e+01 4.449897994690608272e+01 1.842951107233207608e+02 6.918706776677443493e+00 4.346335595387368045e+01 1.617826261750054950e-01 1.349284575588323492e+02 4.165697356412236019e+01 1.569634639478763560e+01
1.803505939935282143e+01 4.151777305900397508e+00 6.334868728883553679e+00 6.399511306200060972e+02 1.267177185337070355e+01 4.445703335410953372e+01 5.649536433263783186e-01 4.970413119807595308e+02 2.063841214454067199e+02 1.726311990119426909e+01
7.478198256525387499e+00 1.317972892297205867e+01 2.201122464462532946e+01 1.311027859913962857e+03 7.112153666693274090e+00 4.501508559688398492e+01 1.440973714964609576e+00 1.285007262936831012e+03 3.845596401851484103e+01 2.505962925035140643e+01
4.068217402019376294e+01 2.731658910752669200e+00 1.842407427296123501e+01 1.779215078407110582e+02 1.562216194032596839e+01 4.356528551221548184e+01 1.435171284738944175e-01 1.192551020157172701e+02 2.099856815849165415e+01 4.608747176838940618e+01
1.517775902537730559e+01 7.212106353034972273e+00 7.165645795354564029e+01 5.157797309404371617e+02 9.614424852148145462e+00 4.452029245684002490e+01 5.680331562027054471e-01 4.998714620084876969e+02 1.647518164385272144e+01 8.469511499233467688e+00
1.196900772910684481e+02 5.712908968873667170e+00 4.104461658876625307e+01 4.097054063716304881e+02 1.080253590564120181e+01 4.498924495981893301e+01 4.507629375725435983e-01 3.924733461136739834e+02 1.551327200620255731e+01 9.486362354057526147e+00
1.039848355995817656e+03 8.023021568290576999e-01 4.104461658876625307e+01 1.727359315719224355e+02 2.882606692642309199e+01 4.388132049267709078e+01 4.662687552676925140e-02 3.790318807059939132e+01 1.331319328945313032e+02 7.987640154960740091e+00
1.226850366316706165e+01 5.125520097998578883e+00 9.795064027346322533e+00 5.936632684473788686e+02 1.140474029393955213e+01 4.441660639375235320e+01 6.407714964716091366e-01 5.667465746799678072e+02 2.660044398795890075e+01 1.756369992486425247e+01
1.806043756435371250e+01 3.401827311044793412e+00 1.004343318114653272e+02 9.492762365921506671e+02 1.399903949272609438e+01 4.519673687599846090e+01 9.796675749170563607e-01 8.768247343666837423e+02 1.312210517692718952e+02 1.220883794051582072e+01
1.729434294461409038e+01 3.456619584747853136e+00 1.375244114548670105e+01 1.939158494946200904e+02 1.388764407019220926e+01 4.332770994270792642e+01 1.492963597268796017e-01 1.242040692061494269e+02 6.186929541640566299e+01 1.825019989921368690e+01
3.830264118395693629e+01 7.983844468071724876e+00 6.672519475362943808e+01 8.452611938137839616e+02 9.137940723011247712e+00 4.540408957904165277e+01 8.692435073217807950e-01 7.763688442672697647e+02 1.021278421792938644e+02 2.664873491467049504e+01
1.113476131191869314e+02 3.732827404564030171e+00 2.986691398558832589e+01 2.410636325818405226e+02 1.336396764626194766e+01 4.449691991696454352e+01 2.489298644126877180e-01 2.109408216563947747e+02 1.302975768989305649e+01 2.459152047495291527e+01
3.505465541647500771e+01 2.076824340030213545e+00 2.340957143318632063e+02 2.633285009906123832e+02 1.791655421097727086e+01 4.390738752866983674e+01 2.306531657255376233e-01 1.948456367746067031e+02 3.641442789853840623e+01 4.786422574684111453e+01
1.312635844519288320e+01 5.128754427996164544e+00 4.365607404886170428e+01 5.746387924486300562e+02 1.140114365937319363e+01 4.444601885883273695e+01 6.068023864677158929e-01 5.355043320952967179e+02 5.130855427144917513e+01 1.157279001741294877e+01
9.465345298511472549e+01 2.480506861703557941e+00 3.706137305905953383e+01 1.561177113870250537e+02 1.639397068262713475e+01 4.375600101925926566e+01 1.110004874808777631e-01 9.160005754361269226e+01 3.396711749842960160e+01 3.771202737272403738e+01
8.817257873564004456e+01 5.483719227749767278e+00 1.293640899611279167e+02 2.485470271153785973e+02 1.102596895408350619e+01 4.433062098405248008e+01 2.394407225872552392e-01 2.025781909666187914e+02 1.979989126717774894e+01 3.717575622553624726e+01
1.586269487614472062e+01 3.701000182196788835e+00 1.217901084429103342e+01 3.288980178296247914e+02 1.342130720624368223e+01 4.384964584889723938e+01 3.398299286085996185e-01 2.919582897074064931e+02 3.858679389162658424e+01 1.090615940118623328e+01
1.037788747482898088e+01 6.905103623104884569e+00 4.567440822267018063e+01 6.377046817262164495e+02 9.825830550448845457e+00 4.451643025021527933e+01 6.044532793311829799e-01 5.333437993345462473e+02 1.225710238963959426e+02 4.487113609081515619e+01
1.997040297278594210e+02 2.027786105983238940e+00 8.868637195764884851e+00 1.255817220190866408e+02 1.813189932210193689e+01 4.376198693302850984e+01 9.575165480480463120e-02 7.874825680298535246e+01 2.046227585062950283e+01 3.085557116015673174e+01
1.394689922605232084e+02 1.765478793639443822e+00 2.028426536048164337e+02 2.131409436880526869e+02 1.943225128354527342e+01 4.441677117913581441e+01 2.118859033367875844e-01 1.784007756064372359e+02 1.387317046613966909e+01 2.822794951152071619e+01
2.250640454602177698e+01 4.693715315408541144e+00 5.741944483634490837e+01 8.136536112046071594e+02 1.191779739124225301e+01 4.502785457452338846e+01 8.112985030713169010e-01 7.233791156030829370e+02 1.370919620866565651e+02 2.642209666190239048e+01
3.346414925851976108e+01 4.240281173934062231e+00 2.348924498997953236e+01 9.728191467496093026e+01 1.253883081746087313e+01 4.274912864446775274e+01 6.937759555518596688e-02 5.670986187787713817e+01 2.986037905635265233e+01 1.352646521053086914e+01
1.382357557598608722e+01 1.027075489917504569e+01 9.705188703799598215e+01 1.288145351686638946e+02 8.056625707745942222e+00 4.258508391047577391e+01 9.922499166688836247e-02 8.166759595930608384e+01 1.331722374568492206e+01 3.850787011384069558e+01
1.079212871953154860e+02 3.293483993217743322e+00 7.732805231924324119e+01 3.446235324778150471e+02 1.422743440362163447e+01 4.448592141384024501e+01 2.900649913704207439e-01 2.474192426943323824e+02 1.121116602253153758e+02 1.328819103538103619e+01
2.281560785997686480e+01 5.201145046674558792e+00 5.167052774617945232e+01 9.557038768794557200e+02 1.132152390301131462e+01 4.509346869594617147e+01 9.618469267278202395e-01 8.606510665334581063e+02 1.433349241217724739e+02 4.314413973236521826e+01
6.961829339921156823e+00 1.443191882714999785e+01 2.787149013188138369e+01 1.157626823108480039e+03 6.796609711646039997e+00 4.493158813410688168e+01 1.263586900813876035e+00 1.130488475787088873e+03 1.558162433633908783e+01 4.584838317009930364e+01
9.786749461953178297e+01 1.217332277279297825e+00 1.650128651046269468e+01 2.625919414098186735e+02 2.340182901075793254e+01 4.450852598701462171e+01 2.841785051490248737e-01 2.421742413820934701e+02 8.909956587090338331e+00 1.731001491309500651e+01
1.328262047746530428e+01 4.336188066448320555e+00 2.619537613134493981e+01 1.075753838341031269e+03 1.239938986803155707e+01 4.515010750302561604e+01 1.169936003008562819e+00 1.047609105726709686e+03 1.895890449800216615e+01 4.211336409686335713e+01
3.262658176903921969e+01 5.967115741167914322e+00 2.302716981913006222e+01 1.745809589619565827e+02 1.056993069210500380e+01 4.353652411656768351e+01 1.721268058319035399e-01 1.438498665484464141e+02 1.275939341738345156e+01 2.326134377298924960e+01
1.686396102007095266e+01 5.167077231992658781e+00 7.790418115287195633e+00 5.024532574524054667e+02 1.135878538518816327e+01 4.437290274561227221e+01 4.962602078845206321e-01 4.340450947758999405e+02 5.776809505151326363e+01 4.458831665583299042e+01
1.812322408388802941e+01 6.394799011364379560e+00 1.388528139184777785e+02 1.072384402239417795e+03 1.021035685090312306e+01 4.527413385666614687e+01 1.143803896803126774e+00 1.024345695763694266e+03 9.153543069884369743e+01 1.145013544119413673e+01
2.402174204264012758e+01 1.061273044529519716e+01 3.354760735883969147e+01 1.075167040105108299e+03 7.925757925507535440e+00 4.545559355906635801e+01 1.167269429116485346e+00 1.045235259502436975e+03 6.122870376361946398e+01 3.641529295572060398e+00
1.679845342075800474e+01 5.113085932726943561e+00 1.081924308310268401e+01 4.238868896836472118e+02 1.141859907889515924e+01 4.416909647034196240e+01 3.955483448285948000e-01 3.422608533857469411e+02 1.067301358435204151e+02 7.182944006933078995e+00
7.147237398778686668e+01 2.454298088118985977e+00 1.081924308310268401e+01 4.241654351386815733e+02 1.648127158568952311e+01 4.490183340117279442e+01 3.989217022948066127e-01 3.453167673850713868e+02 8.737881894032702235e+01 2.292429357723100836e+01
9.222637374587610282e+01 8.700074440113922947e+00 8.112441729036234506e+01 3.298852757005556100e+02 8.753724740827879103e+00 4.467258829599538217e+01 2.860212787112418331e-01 2.438161971072008782e+02 7.114478925089663619e+01 3.954187725922779606e+01
2.107166391386476434e+01 4.465437776297640049e+00 7.853177759633501864e+01 3.827938577415599752e+02 1.221862537413357863e+01 4.406943838024031379e+01 3.296715551569933123e-01 2.828330752244823998e+02 1.129001750737074019e+02 2.001483407048514351e+01
1.144777521873325554e+01 6.272989606948928376e+00 1.380403384273140865e+01 9.273258333742904824e+02 1.030901298070625849e+01 4.490198016086078781e+01 1.000116613276279098e+00 8.952951443472530855e+02 3.282576012206576621e+01 3.123935313559792348e+01
1.481189715846707955e+01 1.197337949788969347e+01 1.284761655465032426e+01 9.371913944379397208e+02 7.461841101771637064e+00 4.496911129083120784e+01 9.832430136569682011e-01 8.800542172512322168e+02 9.762766896130406735e+01 1.568923851431385863e+01
9.769172709313929559e+00 7.865132433725842809e+00 2.560415389476973758e+01 6.267757250279959180e+02 9.206644006861319340e+00 4.448241235556442774e+01 6.201059574392006057e-01 5.477399600374441206e+02 7.904833348214039290e+01 4.899798022981723733e+01
1.752602932093948240e+01 2.720971070824740323e+00 6.806570057376661964e+01 7.257273462948238603e+02 1.565281341057946918e+01 4.474861469031553440e+01 7.728585537194395672e-01 6.881404377284258089e+02 5.684173779442743069e+01 9.794534565381878721e+00
1.223557501603111852e+01 1.048341994457319970e+01 2.721489884866414855e+01 9.992896533087016451e+02 7.974489286525351162e+00 4.465289654209770021e+01 6.398713666558257795e-01 5.659187027086628632e+02 6.825593266649418638e+02 2.811328636447814588e+01
2.005018196572132183e+01 9.912504827499830640e+00 6.848912206466432906e+01 9.607066803853856527e+02 8.200921684076643459e+00 4.480591814093364889e+01 7.804125524978811068e-01 6.950728497341226557e+02 4.523562395746107541e+02 2.058156688499422415e+01
2.111188075915336171e+01 1.353965206019750056e+01 2.048239573280949699e+01 7.171380547662849949e+02 7.016986135679958991e+00 4.482925182995569457e+01 7.373049043019006543e-01 6.555066578069468051e+02 8.065586675384783177e+01 2.641666144258762472e+01
1.069798170901805356e+01 7.004822720287042337e+00 1.535130437694232874e+01 4.451855928770789887e+02 9.755640684816688335e+00 4.425326558065741267e+01 4.825614471326525878e-01 4.215133212837636165e+02 3.134871039294491268e+01 3.746886837357887856e+00
1.092681499504762499e+01 1.007367709799117073e+01 3.692380847379799746e+01 2.218225635856477709e+02 8.135052453554296292e+00 4.258152694527183968e+01 9.072277730897793102e-02 7.452726356917187900e+01 1.575975576231032562e+02 3.060781095426468035e+00
2.866618810237387720e+02 8.665528185664578942e+00 3.860707015302323697e+01 1.902329761227910865e+02 8.771156315539210269e+00 4.448616922781574345e+01 1.608991602604443738e-01 1.341692068781471221e+02 2.622222916918284596e+01 3.886215346795967207e+01
1.749130138753253050e+01 2.417358906766120974e+00 2.236583374031925686e+01 9.390655317627865770e+02 1.660671769223848671e+01 4.495192338013781352e+01 9.349482670433451048e-01 8.362199433544186604e+02 1.711279880018875303e+02 2.787290506193708595e+01
4.051637298976203283e+01 1.926717924589534725e+00 6.269970080589456529e+01 5.186781928903811831e+02 1.860138585685726298e+01 4.468252033667123158e+01 5.195494087454640697e-01 4.553774592302480073e+02 8.890059813244081965e+01 7.287994273968722680e+00
1.764037117901723661e+01 7.401122971262236838e+00 1.034455775589048869e+02 5.153355691220975814e+02 9.490859852217251813e+00 4.406266451871404399e+01 3.856778436799721543e-01 3.333266979592316375e+02 2.203728433992615692e+02 3.183281672432439180e+01
6.325586573686626579e+00 1.976549466606846650e+01 6.197409857547047807e+01 2.119125150905475493e+03 5.807651216894543111e+00 4.561814983174454596e+01 2.457012970215745273e+00 2.106593397077595910e+03 2.582897125023612261e+01 1.749346427229464140e+01
2.438872436671672972e+01 8.842703093259222769e+00 3.236803993648594613e+00 7.313199451128670034e+02 8.682841011505898265e+00 4.482644536841831240e+01 6.649512755753886895e-01 5.889864609097264747e+02 2.002720016409243442e+02 3.670631444018382439e+01
4.206457181713599169e+01 3.397180617464114594e+00 7.644843102738744456e+00 3.515974413969479428e+02 1.400861022589208460e+01 4.434181986189008740e+01 3.559740740389104596e-01 3.064927863670530428e+02 1.939739413136173596e+01 4.176334870764446805e+01
2.821311821646987994e+01 7.910251882652822530e+00 7.299970435099194788e+01 8.476455290592749634e+02 9.180349474402454746e+00 4.519697217968965930e+01 8.235947120791117237e-01 7.346358355011840331e+02 1.690894570355107760e+02 3.699442255070471219e+01
4.946903337658813484e+02 8.538234210691799220e+00 8.081092912511360637e+00 2.670088142588640494e+02 8.836297690892340739e+00 4.516663848833526629e+01 2.930457939944808299e-01 2.500752097834751453e+02 6.823838209285297829e+00 1.507208783478245451e+01
1.291294791871972869e+01 7.030550461343484159e+00 1.294675042725081937e+01 4.699023227727493577e+02 9.737774328554761993e+00 4.423339527111275515e+01 5.200306622731198924e-01 4.558182762298604871e+02 1.341578516660892184e+01 7.992397427463904691e+00
9.742202634042443776e+01 1.618777115838613501e+00 1.746356388626511347e+01 1.989085384131438445e+02 2.029368160726872716e+01 4.408192416003569747e+01 1.967332197799698257e-01 1.651860583040324286e+02 7.089434976073585304e+00 3.326737722386930329e+01
2.381883061852126460e+01 2.116578533737345502e+00 5.931826344536239048e+01 6.345258071119376382e+02 1.774749967385372429e+01 4.476452182893098808e+01 6.307725369482247713e-01 5.575502807827159586e+02 1.232715861124550969e+02 2.257988242374708854e+00
1.594358131412577961e+01 2.732461152385317060e+00 4.986782589294094237e+01 2.412831139843849257e+02 1.561986846421961950e+01 4.365183053067043772e+01 2.238655295099080123e-01 1.888918589596508752e+02 5.759318644128659059e+01 6.526664631248180193e+00
1.383265901164285872e+01 7.973987069392775240e+00 1.400807864650973045e+02 4.168331732190825392e+02 9.143587114412277117e+00 4.349905017344113389e+01 2.232501305188074880e-01 1.883525771739602703e+02 2.520450822140462037e+02 2.744383671916457601e+01
1.076532541648623749e+02 8.668192962627041531e-01 2.607722319049517345e+00 2.514567757763614679e+02 2.773256791263099785e+01 4.451984798042246894e+01 2.571449979194695423e-01 2.181998889926642278e+02 1.584982911174110143e+01 2.595889975475800071e+01
3.398064218685370719e+01 9.775560224460051462e-01 6.977709797680664394e+01 3.460348791312651429e+02 2.611460989570021951e+01 4.423948039699184420e+01 3.051478090706647439e-01 2.608699632998059883e+02 7.628589508932998342e+01 3.486690821778648797e+01
1.280928270885666187e+01 6.482676539327138165e+00 4.725983660354631155e+01 4.356607708309317104e+02 1.014091620697552898e+01 4.395871415378056923e+01 3.448246774673392467e-01 2.964450468483474879e+02 1.564465748526679079e+02 3.077416625059307265e+01
2.767068114830760095e+01 1.344296160763853054e+00 5.687798857550340159e+01 3.305091312901855645e+02 2.226931668669412190e+01 4.396140164048560450e+01 3.077907831818673667e-01 2.632346132109228733e+02 7.763983792123750050e+01 1.034115676582416121e+01
3.332122452431117665e+01 1.653625199685250280e+01 6.546621955233057122e+01 9.280300862674262135e+02 6.349445934331526153e+00 4.527732893424564509e+01 9.723667643014365369e-01 8.702058715162818316e+02 7.668265657297628479e+01 3.736790277400967852e+01
3.842229483385636968e+01 7.348642347517084339e+00 4.752257942927852241e+01 3.027672032656571446e+02 9.524689239128973028e+00 4.419157196556181333e+01 2.845793167496442067e-01 2.425313741931018399e+02 3.870369106765086542e+01 3.867400908622060740e+01
3.160397180863733624e+01 5.981396710002730543e+00 1.033677193610933642e+02 2.660186780789301224e+02 1.055730495719200945e+01 4.417070253929421852e+01 2.802224619075956991e-01 2.386552908671047533e+02 1.065786978326046608e+01 2.437335315919345646e+01
