#S W T DMe thres logL Z DMi DMh DMs
1.909209369622402452e-01 1.291154860897268897e+01 1.099458522233479840e+02 5.042146230844996921e+02 1.539779106112071361e-01 4.187690750270031259e+01 2.966010818048803177e-01 2.532430570406645529e+02 2.811105926663714172e+02 4.429941136833019044e+01
2.798837202643212341e-01 8.115051524589222964e+00 1.494109163181391864e+02 1.674100077876388696e+03 1.942235772132815119e-01 4.395476220119837762e+01 1.859823034856658452e+00 1.636666669023916029e+03 9.048147392977018910e+01 1.657145097973855741e+01
6.580120030790968855e+00 1.568765819952495422e+00 1.385204094574054920e+02 9.873524855091397967e+01 4.417418343879617182e-01 4.179610290734147782e+01 5.886320797222910350e-02 4.799420985344188040e+01 2.957084742205477923e+01 2.415697158899354235e+01
1.879468681566660138e+00 3.086671977213782370e+01 1.763746325506192036e+01 2.718208069205014681e+02 9.958693126143075558e-02 4.273909407862743137e+01 2.620608462862572541e-01 2.225436375489041438e+02 3.569907543207631306e+01 2.649171064763307726e+01
2.056432831143037099e+00 9.016191404248898422e+00 1.763746325506192036e+01 1.417046965567637699e+03 1.842621049691996749e-01 4.459326624538311989e+01 1.567723982936991778e+00 1.393466036274166981e+03 1.536746759221144210e+01 4.518185009457489087e+01
1.907204131409301062e-01 1.109987087667668959e+01 1.763746325506192036e+01 2.992397977370362241e+03 1.660690212693171908e-01 4.418634846920432580e+01 2.797403528560946206e+00 2.359436416206397553e+03 2.376077610421979898e+03 2.753285538550413492e+01
3.713859467196418223e+02 3.734713985709738449e+00 1.128648771383795975e+02 2.992743085784969708e+02 2.862983964209600551e-01 4.530481703569122942e+01 3.381180200518564272e-01 2.904204910795203887e+02 1.177786266455307107e+01 6.959007707796338593e-02
2.715882278482020240e-01 9.513540683984631485e+00 8.072735763302503642e+01 9.310819301770579841e+02 1.793810243200659738e-01 4.322673537234413743e+01 9.813645002855201360e-01 8.783574669437058446e+02 6.060197424724091775e+01 4.386440549993221083e+01
4.825349501522946394e-01 2.608407700421950803e+00 6.457851572913244809e+02 3.225770942981023950e+02 3.425783021983905829e-01 4.235348150565815928e+01 3.441154846823860636e-01 2.958079826270654280e+02 2.274541854736063229e+01 1.323535896087216202e+01
3.145757115080687338e-01 3.644879659825118523e+00 5.084384850169401489e+02 5.054352470485143840e+02 2.898050789929786375e-01 4.259479878053124224e+01 5.389243953721489788e-01 4.731495700725627103e+02 8.823438313489555540e+00 4.086177760590739894e+01
2.923746217751803100e-01 9.490258832437259429e+00 5.343986830471041571e+01 7.769491689188597547e+02 1.796009215964462502e-01 4.308670315656956973e+01 8.500704190905760127e-01 7.588733560039114536e+02 2.834018738206486532e+00 3.060750803675481180e+01
4.979594507593498864e-01 3.941539267835063587e+00 5.343986830471041571e+01 1.011690163939067929e+03 2.786856846424434764e-01 4.360531433918136202e+01 1.088880345185306187e+00 9.752192527548894532e+02 3.493447119300304138e+01 4.124889835062626275e+01
6.774341630856141050e-01 7.622950154733572958e+00 8.214732312779604229e+01 1.398637168272842018e+03 2.003946161608803622e-01 4.425757958958010363e+01 1.559561672748133843e+00 1.386508324611096214e+03 1.616328582816675663e+01 1.488123754319213354e+01
8.368422184309068923e-01 2.007390133829137113e+00 1.298602468681912399e+02 2.042865467661369223e+02 3.905095839465165808e-01 4.209860269430092927e+01 1.798773539270932531e-01 1.505553863017937601e+02 4.341607700928295088e+01 1.998010242281829818e+01
4.067960528847545110e-01 8.386595650348180442e+00 1.411784598718260781e+02 1.300022913369616617e+03 1.910533852264367227e-01 4.396394642835852551e+01 1.412941753202827666e+00 1.260807669751887261e+03 8.507652127280471177e+01 9.547577414434959664e+00
2.121716657511435455e-01 2.348302967191905921e+01 1.635399118106360277e+02 1.461779426132892013e+03 1.141748700777120984e-01 4.358140179222198185e+01 1.598062478616101290e+00 1.419172558199094965e+03 7.490066940368014059e+01 3.579463550646927672e+01
4.908846261332342475e-01 3.185671001172382777e+00 1.635399118106360277e+02 1.374163159421428873e+03 3.099896033563606657e-01 4.392902928187825040e+01 1.506651144679997500e+00 1.341406363313248903e+03 8.145113844124348645e+01 6.587220193749132591e-01
1.033659572448702990e+00 1.091209683638827066e+01 1.635399118106360277e+02 2.350665529317403980e+03 1.674917745333674157e-01 4.502654173397699111e+01 2.761953819438467850e+00 2.333796296507587158e+03 3.928310384964346014e+01 2.417817095024392771e+01
