#S W T DMe thres logL Z DMi DMh DMs
7.448973405967833195e+00 5.656398656210415155e+00 2.290837850035313750e+03 6.314278705729570902e+02 2.326363548370473655e-01 4.427981762773049468e+01 6.714512999599153709e-01 5.949650793223604524e+02 2.878815113084479904e+01 3.215762870513208327e+01
6.562784184156467138e-01 4.630548339332457353e+00 1.641415114988088135e+03 7.472647452544387079e+02 2.571173470585950693e-01 4.336175135070833875e+01 8.230646045723967186e-01 7.341505418862830084e+02 1.864163958322719239e+01 5.266400394421566489e+00
1.054425757975317124e+00 1.554467038938301116e+01 1.641415114988088135e+03 2.054240963001843738e+03 1.403320374510445279e-01 4.492513874083680037e+01 2.337372385386090379e+00 2.015245652251354613e+03 9.703649124551375849e+01 3.310538201271741343e+01
7.481867971339795087e-01 3.654459556107723994e+00 1.530225955775966042e+02 8.075707892391687892e+02 2.894249784044882201e-01 4.357197884387062459e+01 7.971079263329724496e-01 7.103881728308190304e+02 1.534950781091482099e+02 2.115257214007384334e+01
4.428424446001699710e-01 4.878857911664263192e+00 2.959092237765205027e+03 3.215301308505853513e+02 2.504889108517284746e-01 4.235205635736127761e+01 3.331626568316070625e-01 2.859691138545160243e+02 3.505276722024331093e+01 1.235585267787038255e+01
6.381739914847251782e+00 1.619484643657174816e+00 2.959092237765205027e+03 7.322529622513875438e+02 4.347696026788939183e-01 4.434658756746792818e+01 6.434048499171602931e-01 5.691685359014322785e+02 2.279649463425622855e+02 4.004879086691201451e+01
4.702526059844199802e-01 3.996246160368591482e+00 5.091514967752164011e+03 1.597082184813101549e+03 2.767715675797851604e-01 4.412731582390217255e+01 1.797168305851060133e+00 1.585314737178793393e+03 2.310921104514280344e+01 9.806320518306199219e+00
9.719856859942512806e-01 1.976293174083348347e+01 8.784149857140331505e+02 1.723842089522724336e+03 1.244577382032633628e-01 4.465019487615502669e+01 1.937482581316400054e+00 1.699944897191569680e+03 3.094411511313929708e+01 3.925347110199562906e+01
2.116148245759751356e-01 7.967928570996596349e+00 1.826929737655069857e+03 1.562967170017070885e+03 1.960084856838200662e-01 4.368359347171969631e+01 1.629435953182843955e+00 1.445547608247056360e+03 2.662601929269805510e+02 4.248702439806916686e+01
3.320941082959273372e-01 1.258642854510962472e+01 1.826929737655069857e+03 2.516575916489768588e+03 1.559539331845388455e-01 4.449326029094065404e+01 2.975517239372167833e+00 2.487861696413348454e+03 1.063731634279339318e+02 7.780713501000352750e+00
3.836281962075263618e-01 2.405733486941611599e+00 1.826929737655069857e+03 1.492100363009760713e+03 3.567170212368103166e-01 4.386271632596961467e+01 1.500726737099135955e+00 1.336356283278504179e+03 3.644025711549206790e+02 2.507081317393219777e+01
2.154518936076103286e-01 8.322766153433965641e+00 1.826929737655069857e+03 2.159519077353075318e+03 1.917846054183160176e-01 4.421932238094989742e+01 2.427593223550159607e+00 2.084366427547885451e+03 2.501467162231124917e+02 7.445996980994573633e+00
4.390272775795438509e-01 2.895381459561797044e+00 1.826929737655069857e+03 1.838756987994923520e+03 3.251581881962127829e-01 4.415392417434642169e+01 2.023643353839835513e+00 1.769117589797831215e+03 1.811786426628840729e+02 2.938606086115975202e+01
4.670116018050989859e-01 3.060604670771492675e+00 1.009485181939544304e+03 1.429139566080847771e+03 3.162597848634497999e-01 4.411154454282208093e+01 1.577649841031322886e+00 1.401927030408301334e+03 2.250431753654901001e+01 4.764007071384957470e+01
1.263155154222761478e+00 9.022917422739341831e+00 1.009485181939544304e+03 5.698284906283123519e+02 1.841934142499109806e-01 4.334072446625685870e+01 5.958694460554175842e-01 5.254537146771183416e+02 3.279379677970208462e+01 3.802255233636314813e+01
8.113634918043096667e-01 1.402509433670843464e+01 1.734428453579248981e+03 2.247357821059114485e+03 1.477388431296738081e-01 4.489626537250243388e+01 2.616235868493670402e+00 2.226156440444720374e+03 7.454483913765379555e+01 2.124353901704101322e+00
2.372847870753428401e-01 5.679740800873867457e+00 1.734428453579248981e+03 1.219829422119969649e+03 2.321578275313216366e-01 4.350082119802950587e+01 1.260121220122782493e+00 1.127430986319871636e+03 2.081171644067546254e+02 7.145010511993565849e-01
1.449278460529598744e+00 3.447745007343809398e+00 1.734428453579248981e+03 1.257402893001790517e+03 2.979751316957688356e-01 4.432842296640534840e+01 1.367129409338200485e+00 1.221126698830069017e+03 4.350906455626091685e+01 4.236138152648424438e+01
3.382949139615853085e+00 1.217035549005355932e+00 1.401167101681460508e+03 2.314695707323397187e+02 5.015288928027699100e-01 4.286165603335535934e+01 2.190230481927222250e-01 1.846483323863699582e+02 1.345487415980217349e+01 4.362129452885984193e+01
1.771514775384583240e+00 5.024967795149624550e+00 3.232592349205280584e+02 1.037509684234064025e+03 2.468203410939527054e-01 4.415461663954313565e+01 1.050066073141441736e+00 9.403938897940151946e+02 1.924676788744829707e+02 6.626116473239412663e+00
6.038849976672108211e-01 2.216389392798355118e+00 1.263325174065737201e+03 4.327897922206745989e+02 3.716418026794069962e-01 4.287512837355996709e+01 4.408167578462044434e-01 3.834105962052003065e+02 4.421151208246816111e+01 2.693486102559970874e+01
4.285918382110740499e-01 8.080034444047981879e+00 1.263325174065737201e+03 1.198118750690275874e+03 1.946439832125154701e-01 4.387161190209663175e+01 1.262641610422645000e+00 1.129654522612441724e+03 1.270869871470751917e+02 2.782302412729861629e+01
7.886582171243796680e-01 1.919049933218318182e+00 1.263325174065737201e+03 6.515673762243963552e+01 3.993966813729346588e-01 4.040158698877477406e+01 3.471478007141592936e-02 2.813602497859365315e+01 8.772943154284538636e+00 2.953293538707965737e+01
1.105584246487337996e+00 1.235012612104357643e+01 1.508266453236179586e+03 4.830524658589234264e+02 1.574388443234692736e-01 4.339064401565035922e+01 5.262790585842068714e-01 4.615442753565274074e+02 1.279303462179493778e+01 2.003446613005184318e+01
2.138827739410003870e-01 1.384075133106061983e+01 5.899806989752669324e+03 7.481477266714499592e+02 1.487194451629352543e-01 4.309349522972446067e+01 7.713282318406522453e-01 6.867360395975493930e+02 6.622296262873386752e+01 4.255729245022980933e+01
6.276550192939983619e-01 8.291907337007039303e+00 5.899806989752669324e+03 5.910389488785370986e+02 1.921411428010738054e-01 4.321648899979433622e+01 5.737993666372515067e-01 5.051707548760923032e+02 1.204602934860456429e+02 1.467901584928666381e+01
1.295820378248379923e+00 7.957775020361903984e+00 2.384278349355457038e+01 9.374094125537769742e+02 1.961334922121134028e-01 4.388833832705035576e+01 1.009874818095675142e+00 9.041091550856760932e+02 3.403573101153279623e+01 3.289361790970562538e+01
6.134131120601541420e-01 7.223299842102438362e+00 7.717484589166413400e+01 1.263376738752395113e+03 2.058636971165462570e-01 4.403669680304395939e+01 1.345105025557912226e+00 1.201894316878873497e+03 1.007651775737682982e+02 4.341755894529917015e+01
1.448150603153584293e-01 2.782210110639981337e+01 1.322983692381229048e+03 2.064153499942949111e+03 1.048944782867251846e-01 4.392201975997213736e+01 2.343716942371433909e+00 2.020137919980013521e+03 1.319847859865295732e+02 1.519085446384312377e+01
8.162180434642369864e-01 5.639256349435466831e+00 2.571035831284803521e+02 7.238012117794004325e+02 2.329896724974573063e-01 4.352874919064986159e+01 7.861491659940483823e-01 7.003374214449852388e+02 4.104350377760057711e+01 8.663257592743223157e-01
4.456686231492050787e-01 3.048032195817612333e+01 2.571035831284803521e+02 1.418331346608714966e+03 1.002161730820571306e-01 4.411263903013313126e+01 1.562346699600066557e+00 1.388882335566488564e+03 3.908479712461383571e+01 3.637377912592118179e+01
3.615999457793149796e-01 5.701010123485499292e+00 2.571035831284803521e+02 2.427048490545455934e+03 2.317243557643387797e-01 4.458125867379278162e+01 2.870080719541263203e+00 2.412002485780350526e+03 2.317482737930519932e+01 3.505442556825580169e+01
4.342096034878717981e-01 5.348657471844884270e+00 4.817938937723716663e+03 2.139212355029936134e+03 2.392352639355656285e-01 4.449786705512079266e+01 2.424391012822286307e+00 2.081947119146449495e+03 1.649293686176719973e+02 3.116919048888865262e+01
3.145944079768911439e-01 4.361085788343523006e+00 2.151081475022663199e+03 1.483733270204377504e+03 2.649416731096974065e-01 4.402362402156461485e+01 1.622755375531461652e+00 1.439931380770254236e+03 1.004184463606195266e+02 1.446319461116228311e+01
1.964246943801435386e-01 1.109132243541448837e+01 2.151081475022663199e+03 1.182811559516824218e+03 1.661330063282888680e-01 4.335455990781086655e+01 1.258644428688749706e+00 1.126128132809323006e+03 8.263857839869949373e+01 4.538912753318541604e+01
1.663939210699125937e+01 3.881291747713279339e+00 1.853785592824945979e+03 6.406176209329978519e+02 2.808403108565378226e-01 4.479954590980265294e+01 6.499184861936442292e-01 5.751595417977157467e+02 9.720433448249579556e+01 1.079616035353266312e+01
1.882129234506116688e+00 1.927943953368428609e+01 1.853785592824945979e+03 6.539133314143890630e+02 1.260086582691985480e-01 4.360985192772731978e+01 6.329984644046983133e-01 5.595975221017572494e+02 1.413080632241361343e+02 1.270950855247788880e+01
1.504009448639340940e+00 1.007634082363042616e+01 1.853785592824945979e+03 7.968744851486422931e+02 1.742995095810394302e-01 4.382608026846774862e+01 8.359219778902395870e-01 7.459209867422973730e+02 8.552629558474781390e+01 8.020351989856111530e+00
3.366205369952345317e-01 4.413880809272156647e+00 1.853785592824945979e+03 1.826831084772301892e+03 2.633524049904170661e-01 4.401867816145242784e+01 1.835688426430146958e+00 1.617001407914756101e+03 5.452201714702691788e+02 4.979141471625113979e+01
3.511505849003795987e+01 8.120748187726551492e+00 1.156607764756338838e+03 2.163042859183061069e+02 1.941554418411884642e-01 4.362504245200001662e+01 1.787499131223688753e-01 1.495791704145934773e+02 6.155965935151813540e+01 1.709256475156312760e+01
1.161150335204379269e+00 4.434741546787408062e+00 4.387091780093347211e+02 3.080049561026416995e+02 2.627322785288704887e-01 4.276747558023472351e+01 2.905512808485964937e-01 2.478525383575225760e+02 2.990720036903544710e+01 4.772257939806790716e+01
2.712651268853750186e-01 6.033475166569537862e+00 1.285273037191865797e+03 1.703343695170588489e+03 2.252494943571616282e-01 4.413628475141954510e+01 1.905283370586104308e+00 1.673708470425077394e+03 6.990052721916481460e+01 1.619819841755015943e+01
7.091860390110696910e-01 4.163452926114881159e+00 1.224461300066328022e+03 1.942913104939599975e+02 2.711569624183942095e-01 4.198490181289832890e+01 1.819946109375283338e-01 1.523886532211847680e+02 5.344572063485147240e+00 4.418414301689739432e+01
1.174224433242132770e+00 1.081072100087693499e+01 1.497353121003707884e+03 5.239380269586575878e+02 1.682752559592532449e-01 4.321002728258774539e+01 5.676494329391561511e-01 4.995188106481629688e+02 1.042788574603952156e+01 2.785288485592599272e+01
2.727048929027248647e+01 4.544528076188080412e+00 1.497353121003707884e+03 3.403583935836117575e+02 2.595393389162969910e-01 4.418545587917977713e+01 3.364442118930445202e-01 2.889169178426050166e+02 3.217126188481746141e+01 3.657740062048748086e+01
7.123206763692081500e-01 1.510971102792962562e+01 1.497353121003707884e+03 1.856419787817198312e+03 1.423375578700675492e-01 4.440624178719745885e+01 2.093513238660405840e+00 1.825009612047802420e+03 4.769426376553656866e+01 4.947353080573983419e+01
6.254940791522950461e-01 7.384619389598230832e+00 1.497353121003707884e+03 2.699462126749129993e+02 2.036026992709071837e-01 4.229063814518158182e+01 2.782055942352706923e-01 2.368656766578350243e+02 2.925709749813632143e+01 1.302662869919408806e+01
4.254990170993162013e-01 2.675338817465760410e+00 1.680274620244663765e+03 8.981384381465143179e+02 3.382658801603350973e-01 4.344679504340710707e+01 9.559993917120196416e-01 8.553399525247841666e+02 5.531710680987380613e+01 2.839670503242610167e+01
5.136351088331257975e-01 1.412266341611085441e+00 1.680274620244663765e+03 6.176606014628010826e+02 4.655746067834879987e-01 4.293547293580120083e+01 6.125499200640209807e-01 5.407904829205239139e+02 1.023952087137845268e+02 2.156169479687633483e+01
7.888673035295814540e-01 3.152873302538554690e+00 1.680274620244663765e+03 1.315490168358496021e+03 3.115977621519548380e-01 4.426995006387978293e+01 1.371011611150323883e+00 1.224516759083614261e+03 1.839491748942132574e+02 3.174983480246197942e+01
3.678262897988669788e+00 2.887830055352088365e+00 7.912523353622522109e+02 6.935882354413664643e+02 3.255830396934829007e-01 4.398702630090849652e+01 6.839919441028309288e-01 6.064997631241024010e+02 1.260321565573533320e+02 2.062412924914167434e+01
3.647117279322296124e-01 3.860234637202307084e+00 1.726156273651092306e+03 3.762270671158391906e+02 2.816052439925953443e-01 4.261283855736563453e+01 3.926210034126068615e-01 3.396112084687244987e+02 9.780572340373760554e+00 4.121144146958526733e+01
1.243463177487902982e+01 3.788038127450795045e+00 1.399664763129744870e+03 6.442029123759249387e+02 2.842761458204816627e-01 4.453776279096042856e+01 6.956527582764742146e-01 6.172227130269287727e+02 1.442389047252354395e+01 3.132515897245086833e+01
2.883164710827274546e-01 6.820138582034559249e+00 1.399664763129744870e+03 1.042023382891582287e+03 2.118609863190489551e-01 4.334844777407751337e+01 1.051366743920054247e+00 9.415608917644913163e+02 1.995768689274967471e+02 6.508544381981168137e+00
3.306816980069437473e-01 3.795580310197704677e+01 6.620772368107471948e+02 1.453902328727859640e+03 8.980665010572227991e-02 4.382316848924124741e+01 1.561602074204836654e+00 1.388247602423893568e+03 1.353016320765358103e+02 3.287965100505431337e+01
1.398291108597859767e+00 8.163963958933246445e+00 6.620772368107471948e+02 2.124227322321418342e+03 1.936408811132256935e-01 4.492631144690400902e+01 2.405499617142036417e+00 2.067674444370164110e+03 1.863232987897721387e+02 6.267505421503888563e+00
1.000394665443720799e+00 7.455223997188572760e+00 2.799664797692522370e+03 2.123346277559529426e+03 2.026362973179821891e-01 4.482312476492876385e+01 2.403258627790269664e+00 2.065981350183993072e+03 1.501216143569002099e+02 4.510606966645643467e+01
1.858739264163890847e-01 9.054274144341233566e+00 2.799664797692522370e+03 1.145733287291573333e+03 1.838741887221011784e-01 4.336968030947836894e+01 1.221923444731126907e+00 1.093732181859539423e+03 7.107564968322158450e+01 4.446682562814990547e+01
3.778327623710431293e-01 6.602310851466826058e+00 2.129686131676938885e+02 4.707235355770787919e+02 2.153275532145010052e-01 4.220342442132503891e+01 3.376270371164551420e-01 2.899794436407413514e+02 2.262313465071662790e+02 1.553683766594098259e+01
7.305369454468116919e-01 7.221157404296677740e+00 4.258129826954759665e+03 1.410574527542056103e+03 2.058942335966432724e-01 4.432585613878099196e+01 1.535507790148544327e+00 1.366004328115869612e+03 8.039774074347695887e+01 3.261034711009327935e+01
3.881618049979730922e-01 3.014450988045672464e+00 4.258129826954759665e+03 2.344704587579180952e+03 3.186716844487693101e-01 4.442415317424832466e+01 2.767696958076724556e+00 2.337950202584022918e+03 2.167608368207882208e+01 3.772392117857048532e+00
2.188781515572511827e-01 6.426812487325411105e+00 1.138415696357417346e+03 1.716861426505396366e+03 2.182477499984737945e-01 4.385558420551451775e+01 1.876851355381591757e+00 1.650541614225241119e+03 1.609072890355513437e+02 2.988495281126598968e+01
2.202819639491425951e-01 6.452281660938885111e+00 1.138415696357417346e+03 9.666563373626891007e+02 2.178165780228848158e-01 4.324338286097795248e+01 9.947315624802001155e-01 8.904311456485118015e+02 1.062165256662721902e+02 4.583227010210146091e+01
3.474365630497223689e-01 8.899438344275958812e+00 7.523558846623942600e+02 2.263396750826463176e+03 1.854668475738613653e-01 4.447086674741439083e+01 2.609874291401045543e+00 2.221451744344328290e+03 1.287368283561175133e+02 2.267937219639095758e+01
4.569277825897221312e+00 8.264611025226914265e+00 7.523558846623942600e+02 1.467182136149611551e+03 1.924581825917017763e-01 4.504867467673694392e+01 1.622738227054975946e+00 1.439916964390436306e+03 7.045476404847575225e+01 1.054644191532810860e+00
2.903558224167785529e+00 2.048951971303279773e+00 7.523558846623942600e+02 5.810637708599799680e+02 3.865286592617154793e-01 4.313525075856389890e+01 2.718444124419231445e-01 2.312212501635575563e+02 3.995552013670902056e+02 4.539005381525249305e+01
1.083326884594700612e+00 1.807192314684996504e+01 1.031969155067745533e+03 1.460375713845649216e+03 1.301503690751466824e-01 4.429164267496747698e+01 1.560716893204461941e+00 1.387493056954812346e+03 1.401014145666844968e+02 4.653043615530619093e+01
2.746361516050711549e-01 9.422879490618100817e+00 1.031969155067745533e+03 9.312970118108224824e+02 1.802419059057024098e-01 4.321455618350523054e+01 9.856314325646671204e-01 8.822115351483178074e+02 7.017292264064845142e+01 2.729274270284032866e+01
1.721971203755034985e+00 2.659051561761033966e+00 1.031969155067745533e+03 1.914846451201236448e+02 3.393002737968752736e-01 4.229268449658456319e+01 1.690477456309019688e-01 1.411939328659192938e+02 2.090905846026500825e+01 3.788318532668495209e+01
6.983309602845940711e-01 1.094631062728873516e+01 1.031969155067745533e+03 1.637580351140001312e+03 1.672298135131803087e-01 4.435248601621196940e+01 1.844191411668432812e+00 1.623929774928763436e+03 2.074297936086372118e+01 1.808187226346417731e+01
1.108769627837681959e+01 2.521899451261602643e+00 5.982377004108798246e+02 8.637820672583553687e+02 3.484044600541522652e-01 4.468542461829296997e+01 8.967092996683895256e-01 8.014266502476488085e+02 8.729819059366155898e+01 3.097190873524606758e+01
2.931210624336157977e-01 8.829437285455812301e+00 5.982377004108798246e+02 1.061238431869601982e+03 1.862006001483496875e-01 4.366635805800653714e+01 1.169834360875773749e+00 1.047518621531291274e+03 2.204571532418473012e+01 7.724000572580441926e+00
1.866760430037017748e-01 1.336130339093795705e+01 1.423441931510730683e+03 1.611041924967145405e+03 1.513642024020042387e-01 4.359338174787524878e+01 1.692886548212085174e+00 1.498889249317414169e+03 2.804191093974689579e+02 2.159532220568518568e+01
4.896221024588339743e-01 9.552650739868422392e+00 1.423441931510730683e+03 8.935234436426201228e+02 1.790134406221591812e-01 4.351130360103974937e+01 9.712674947380521839e-01 8.692074429542257121e+02 2.548092733480345728e+01 2.245241442425658462e+01
1.342679624099381908e+00 7.043415670797127603e+00 3.988930660793557195e+02 1.981502558318589536e+03 2.084759348030431336e-01 4.491293164875243349e+01 2.263792979371071823e+00 1.958508806105477788e+03 4.033591600973230840e+01 3.471093103282003511e+01
3.936140870212146425e-01 1.039462006283553386e+01 3.098401750190301755e+03 1.718137517596771886e+03 1.716102719572063784e-01 4.407683858770199237e+01 1.918308699125042427e+00 1.684321714370209520e+03 9.753382531075483541e+01 1.151127413222535756e+00
9.135863906561030312e-01 1.678748447582639525e+00 3.098401750190301755e+03 5.954734129296064111e+02 4.270264514174688109e-01 4.341152146739859319e+01 6.522255527197109437e-01 5.772815446696969275e+02 2.994367419506014372e+01 1.133953956729272239e-01
1.069082749903548513e-01 2.963357846229282799e+01 3.098401750190301755e+03 2.369689584915014620e+03 1.016378665055892444e-01 4.401069087804965818e+01 2.745401425482172808e+00 2.321680660841770077e+03 1.377240920618433506e+02 4.208860059795291164e+01
1.020058831322226522e+00 1.640077005160378576e+00 6.133215133362846245e+02 5.590759969947524723e+02 4.320315564559393806e-01 4.318445662262503504e+01 5.847362998428111691e-01 5.152220724246951704e+02 3.111813099106066005e+01 3.837877516567775160e+01
1.740938940870091489e-01 1.576286754209746022e+01 3.224971795990489227e+03 1.300033018263779923e+03 1.393573811873766721e-01 4.344758258298332265e+01 1.335057656774942370e+00 1.193120639668819422e+03 2.438775573732016824e+02 5.769010868982310747e+00
3.592923867589066789e-01 4.986328782387041691e+00 3.224971795990489227e+03 1.065575468239214615e+03 2.477747998388186712e-01 4.361690928763877650e+01 1.033279469432933695e+00 9.252491959060542968e+02 2.383910622400133832e+02 4.693146631705624827e+01
