#S W T DMe thres logL Z DMi DMh DMs
4.015558351499571854e-01 6.135285402183457748e+00 3.053132996223667917e+01 8.134601447834465944e+02 2.233727569456906148e-01 4.325272828028666083e+01 8.237800487643699432e-01 7.348055043114222826e+02 1.330703858767639645e+02 1.037837815884852333e+01
2.674618445870287631e-01 2.741060824709463262e+01 3.053132996223667917e+01 2.277582591635160952e+03 1.056788924666667295e-01 4.436656410087446289e+01 2.648915875901021177e+00 2.250324897601103658e+03 9.306396965783949327e+01 6.397062843485473493e+00
6.250535809257746767e-01 5.235334033408176602e+00 2.026380253894970096e+01 5.845851104885224458e+02 2.418106315254977823e-01 4.318084239439534144e+01 6.211370815532295531e-01 5.486883107508335797e+02 4.879538639803548250e+01 9.398246765822138471e+00
3.461618059613142395e-01 4.416287901035741648e+00 3.832992128978416702e+01 8.390585342577746815e+02 2.632806252716645701e-01 4.324195576816822495e+01 9.150790593448149268e-01 8.181734285300061629e+02 3.803137008559709642e+01 1.965258545854775551e+00
6.981113821689425292e-01 8.510585779424170383e+00 2.156849328527984255e+01 2.374023043867461183e+03 1.896565572834271740e-01 4.481684176883067039e+01 2.712180211631611826e+00 2.297111955161191418e+03 2.543556705750758056e+02 3.115215097538243683e+01
3.166494631741925692e-01 1.475533032900335506e+01 2.889209578376734200e+00 2.008443361129395953e+03 1.440366862288555705e-01 4.418672684668165118e+01 2.234768180420564132e+00 1.936068066757003180e+03 2.015346793246469588e+02 3.258261995974059744e+01
2.150186847034773197e-01 6.886193020333704062e+00 2.200751878707008391e+00 1.412966770660134443e+03 2.108424206281714064e-01 4.370204941516603725e+01 1.362832884112338938e+00 1.217374838390701598e+03 4.565170670092209093e+02 5.633982424068512351e+00
2.632109801886166611e-01 1.299368587111320750e+01 2.200751878707008391e+00 1.301126014495839058e+02 1.534904671519218555e-01 4.102120447634473521e+01 1.000306093760241488e-01 8.234478906181230684e+01 1.940566524807398707e+01 3.314039052140599750e+01
1.556652713360569429e+00 3.361228269479897168e+00 2.200751878707008391e+00 2.162477394049937516e+02 3.017856504633760206e-01 4.252629425144522202e+01 2.086884154194621477e-01 1.756101791494450310e+02 7.498377184421759267e+00 4.161977112737032769e+01
1.012445515527262252e+00 5.929991207106862561e+00 3.690424552898750932e+01 1.182004765059704141e+03 2.272064022493370805e-01 4.414478929384465999e+01 1.259874888764665357e+00 1.127213668107370495e+03 1.209293238778353725e+02 2.891700252613510713e+00
4.740331420417251973e-01 2.377312744363062613e+00 3.864444224135834816e+01 7.067767281454240447e+02 3.588429598698451017e-01 4.318386441859649949e+01 7.476641266611544490e-01 6.650191540562640284e+02 2.385037310397200017e+01 4.912784114804827595e+01
1.364147369129931509e+00 5.569246026589523169e+00 3.864444224135834816e+01 1.285596789806701963e+03 2.344495414604766959e-01 4.447216080793650406e+01 1.335269090242122259e+00 1.193305269996670404e+03 2.078563011350174747e+02 7.669232368817979761e+00
2.996048995896076761e+00 2.816499608577764935e+00 1.532181780740438981e+00 2.965842478340134676e+02 3.296801065718480972e-01 4.288017034405434202e+01 2.740643185189802766e-01 2.331910251335564510e+02 3.443840724456992319e+01 4.632863583400975926e+01
7.379223320809418674e+00 1.562325482038680269e+00 7.008779228836604425e+00 1.209882880505110506e+03 4.426513890260442841e-01 4.502205173330654731e+01 1.317397771103816062e+00 1.177699474208311813e+03 3.659421240638408790e+01 3.798754161234550963e+01
4.214921717387170585e-01 2.108541117673359011e+01 7.008779228836604425e+00 1.522105327799523593e+03 1.204915392192715262e-01 4.409780666138925653e+01 1.706510888314838992e+00 1.510239155558397442e+03 1.552607734766416492e+01 1.658984702556305280e+01
2.751555858234896457e-01 6.583838535978329354e+00 7.008779228836604425e+00 5.033719231857747900e+02 2.156294145366385862e-01 4.265572389725783609e+01 5.268723597490502231e-01 4.620887792308677717e+02 2.737077143851882610e+01 3.566331998976980344e+01
1.238166157197298833e+00 1.348643868652874556e+00 1.022107488524610552e+01 8.710665412052080683e+02 4.764298331430480982e-01 4.379005979245583546e+01 8.118208685934021895e-01 7.238573217203349941e+02 2.397718566443251973e+02 2.694487926771432384e+01
5.642800618117956857e-01 5.135071779307555317e+00 1.988788564539882842e+01 1.198068872243155283e+03 2.441598953820176554e-01 4.384975665286314950e+01 1.163494351105423652e+00 1.041874597077322960e+03 3.241982269642982715e+02 1.372720503198601705e+01
1.077185689527742074e+00 2.501228450807804649e+00 4.574244021619104217e+01 1.002994030154653444e+02 3.498411641359976954e-01 4.105971517205343702e+01 6.136089122533383566e-02 5.006036273261602076e+01 9.240742494991286193e+00 4.408101007391910997e+01
1.934305747092382177e-01 8.989820113162776849e+00 4.574244021619104217e+01 8.942488354206786880e+02 1.845321699522415315e-01 4.326588691440417733e+01 9.810912337005068817e-01 8.781106413585356449e+02 1.516471356573779694e+01 1.680652121853136194e+01
2.261466587859441157e-01 6.661475913747834987e+00 3.154415647864147942e+01 1.154390603734359502e+03 2.143691858476737544e-01 4.353154467270035610e+01 1.254588971966918987e+00 1.122550331702713038e+03 2.663972735572873418e+01 4.514699883124826130e+01
1.759316786877734629e+00 3.961143179236414902e+00 1.430980216361698432e+01 7.177615181206997477e+02 2.779952140409242545e-01 4.377504706464625883e+01 7.627709686183532511e-01 6.788829175574088595e+02 3.445004272154152858e+01 3.408402565193685518e+01
1.237929511505184932e+00 6.437819060483167100e+00 1.893096130511337805e+01 9.124355506362002188e+02 2.180611039145600727e-01 4.390110847063257893e+01 9.866776958305245593e-01 8.831565630331758712e+02 2.403254173137318261e+01 3.413536989605373861e+01
3.686657501590138164e-01 4.782486543568517767e+00 5.337153005079438906e+00 8.519036369047062180e+02 2.530001106690480950e-01 4.323406934386250811e+01 9.059098529212017414e-01 8.098205707802046618e+02 6.040153119262345882e+01 1.980499917519843933e+01
6.028687130609562406e-01 1.014716410060848162e+01 5.337153005079438906e+00 5.551274453383973650e+02 1.736901729371580216e-01 4.297658143894867067e+01 5.957673352596457583e-01 5.253598722796057245e+02 9.279112927231279784e+00 3.822300780994353886e+01
1.054267282456630150e+00 1.014058961752880705e+01 7.029737250599859877e+00 1.371413859660352500e+03 1.737464683854205161e-01 4.424286793637531190e+01 1.320812582325860518e+00 1.180681394355034399e+03 4.069003778641464351e+02 3.575392747446638708e+01
8.989055807272797738e-01 2.925731954394409140e+00 7.029737250599859877e+00 3.932904902448596545e+02 3.234672542177120524e-01 4.295118718271523761e+01 4.099447698696020437e-01 3.553288447474233180e+02 1.054734937662584393e+01 4.297647414812845312e+01
1.034568898199426101e+01 3.369746396496299035e+00 3.807431862930906163e+01 1.112484923650063365e+03 3.014039785520201686e-01 4.494201360411069146e+01 1.063815109523547520e+00 9.527299496286033218e+02 3.005107207422839792e+02 2.919400846474704991e+01
2.967991741470700884e+00 4.989142785658531309e+00 1.660079039673155288e+00 1.236528017510558357e+03 2.477049143424343847e-01 4.471874806452488116e+01 1.317828010301064889e+00 1.178075172554944857e+03 1.072123895482428821e+02 2.827125177166338688e+01
1.901579967806490967e-01 1.285514700402437427e+01 1.189369155141690726e+00 6.877632660695351206e+02 1.543153278441626308e-01 4.270865637066027176e+01 6.693057823738722822e-01 5.929916665802356874e+02 1.475973492406502032e+02 1.060542979165796140e+01
5.283570474730612254e-01 2.828838691344043976e+00 2.157549365876259895e+00 1.701637565231498684e+03 3.289603066372441265e-01 4.415833013649989880e+01 1.906550624410435990e+00 1.674741048907672393e+03 3.026741539927479252e+01 4.790867091620803819e+01
3.516766852908472796e-01 1.037857011168642885e+01 1.358610034784733855e+01 2.177870994659777352e+03 1.717429141426367045e-01 4.450871205253567098e+01 2.484975222703216247e+00 2.127719212370496280e+03 1.382329024510487727e+02 3.654481620150190935e+01
7.911328257200412883e-01 1.493241473214890647e+01 3.310784947106444775e+00 2.419699187812521359e+03 1.431800691295509187e-01 4.498366603809992625e+01 2.862134294781055299e+00 2.406254983556132629e+03 4.125242576420687612e+01 1.067089656043365764e+01
5.259431700648524277e+00 9.689307286212418546e+00 3.310784947106444775e+00 1.321833733573082327e+03 1.777465683678796649e-01 4.504430680000183429e+01 1.335582959822464222e+00 1.193579350747905892e+03 2.676086595640524024e+02 3.194009148497663375e+01
8.334115717818617597e-01 8.325562609815788662e+00 3.310784947106444775e+00 1.302154421351094015e+03 1.917523936416414831e-01 4.407445160951039043e+01 1.379249787174419817e+00 1.231710592493764125e+03 1.415542668592554776e+02 2.604919795729770371e+01
2.381123318974098790e-01 1.014980960472293781e+01 3.310784947106444775e+00 1.755885534217613895e+03 1.736675356646134039e-01 4.393924109081815033e+01 1.844632633715962866e+00 1.624289289639690651e+03 3.320189910604177044e+02 4.232398074040980163e+01
2.163262130058449362e+00 8.729884304555836749e+00 5.270345719133233686e+00 1.040375167368794337e+03 1.872592783761491131e-01 4.434773673684695439e+01 1.136738505240528774e+00 1.018055919532961184e+03 1.837867084016776076e+01 2.931172541866319747e+01
4.275287438965611475e-01 7.896024565371611459e+00 7.328405465397967999e-01 7.188886140685341388e+02 1.968989245768204277e-01 4.331539969974872406e+01 7.892039358112142855e-01 7.031408271081684234e+02 2.279668189555408375e+01 5.379320514248764340e+00
4.316267185368007908e-01 2.635762902896898296e+00 7.328405465397967999e-01 1.602601138473213723e+03 3.407959452267696476e-01 4.404738753697962039e+01 1.778556819239733411e+00 1.569902118772723043e+03 6.425578636211962191e+01 2.660029780913329489e+01
1.772836786767685080e+00 1.750587270058769818e+01 1.244385637760389152e+01 7.139604011498752243e+02 1.322378277381714151e-01 4.387231172682253089e+01 7.758831818196227914e-01 6.909161819096823365e+02 1.040317558296680112e+01 3.052066580385600147e+01
4.775297541721010286e-01 3.579738077444820199e+00 1.244385637760389152e+01 1.292440188702599926e+03 2.924300266638992785e-01 4.399780520282345009e+01 1.357550428018097666e+00 1.212762032227389227e+03 1.665961446854557266e+02 2.124912721636997404e+01
1.489573909793822759e+00 1.234766654863467927e+01 1.244385637760389152e+01 1.724509734443503476e+03 1.574545239239211469e-01 4.479737424643945332e+01 1.921578512666951788e+00 1.686986010220532535e+03 6.527287231387714428e+01 4.435563409119504286e+01
4.683156414661879263e-01 2.078565788291940830e+00 4.897823212571774221e+00 2.177860313749413308e+03 3.837652989075988619e-01 4.457102268694445257e+01 2.529871824484257736e+00 2.161639130550556729e+03 4.978741716994778699e+01 7.471280363493859156e+00
2.311197180443242682e-01 1.250769332853759863e+01 1.997111246308010379e+01 8.831522693168806200e+02 1.564440236816345697e-01 4.311269044358824232e+01 9.362464617409030909e-01 8.373990487425106721e+02 5.992069523010167131e+01 2.866881622027327836e+01
8.695961324473583387e-01 2.470168186980735037e+00 1.997111246308010379e+01 1.070635942248424271e+03 3.520337706594131588e-01 4.390909332121947273e+01 1.140409979252618555e+00 1.021324351263658400e+03 7.381295184861309622e+01 3.173406958800312694e+01
2.369321300802954333e+00 2.885180026248664653e+00 1.997111246308010379e+01 1.208508725335143936e+03 3.257325288922537920e-01 4.441048687282027174e+01 1.303001603732762970e+00 1.165128289821249609e+03 5.279679472840088295e+01 4.710841783072341826e+01
1.971084597318563425e+01 2.009489187095879092e+00 1.997111246308010379e+01 2.874781221781555018e+02 3.903055732472433537e-01 4.376400890949335576e+01 2.816760360975715249e-01 2.399450814965562984e+02 5.557412202813159041e+01 5.347837136325067853e+00
3.556783396997814872e+00 4.195189633124691397e+00 4.075060428191451223e+01 6.107890685748307078e+02 2.701293609123147088e-01 4.392624945569358630e+01 5.986184248863473112e-01 5.279800955779375045e+02 1.171894912235901955e+02 1.519045875515930888e+01
4.901315225981743295e-01 7.704255044947901254e+00 4.075060428191451223e+01 1.582421678435784543e+03 1.993344048445864769e-01 4.408373315684418969e+01 1.718311279707709804e+00 1.520011342669442456e+03 1.348509818838060426e+02 3.479973780018697482e+01
3.582416768056997824e+00 5.166625586526347291e+00 5.213587652768473468e+00 1.368036458991394966e+02 2.434131823677229134e-01 4.257874143614459683e+01 1.469960008632800186e-01 1.222341877385591431e+02 1.652665706678010338e+01 1.844531781504288315e-01
