#S W T DMe thres logL Z DMi DMh DMs
3.174512697376086834e+01 1.075557654863565471e+00 3.001198699573458839e+02 5.326832944911957384e+02 2.489645558971167105e+01 4.458842766244764277e+01 5.212952270553706802e-01 4.569765880573971799e+02 6.841710322681620937e+01 4.675514792700357702e+01
7.939114535742552903e+01 4.561956831422229186e+00 4.557688409593749412e+01 5.800034471291796763e+02 1.208867730815651242e+01 4.515921514083521515e+01 6.077410836439202102e-01 5.363676754354419245e+02 4.924882402264947956e+01 2.090619884587919231e+01
4.062859463646127978e+01 3.157750259929807957e+00 1.643151165667283976e+03 4.832903018437135643e+02 1.452999553001158795e+01 4.475247177739198889e+01 5.210802948561429337e-01 4.567797151790929320e+02 2.159758262510920446e+01 1.872714835552131163e+01
7.054037300215771893e+02 5.273296784196474185e+00 2.070542574070480839e+02 9.174293915261165466e+01 1.124380391801098078e+01 4.370668126461369241e+01 4.762251639005155024e-02 3.872240004496963905e+01 2.783401307526949608e+01 2.771149752503558261e+01
3.024117544556895609e+01 2.203570959617888292e+00 1.002268930875354300e+02 3.257460193383527667e+02 1.739365494662468592e+01 4.430330837650223685e+01 3.391976275240795591e-01 2.913902969040784683e+02 6.233238200431252096e+00 3.977586377542468909e+01
1.870482132606430525e+01 1.972377263730452412e+00 1.387288593745210846e+03 8.575720390445645762e+02 1.838481976607659263e+01 4.506363323590331760e+01 9.023031181940751599e-01 8.065300464117644879e+02 7.759182738188560791e+01 1.950551436232897373e+01
5.153827361059622802e+01 9.220726565068124714e-01 1.320535332418863618e+03 1.173480766821613202e+02 2.688882339584533199e+01 4.319929137413231501e+01 9.238195105091384640e-02 7.591811568281988798e+01 3.722225987044367201e+01 8.035081757980183426e+00
5.956608434335861624e+00 2.389732338500093078e+01 6.672700480527217906e+02 1.978285516071195161e+03 5.281773097330940914e+00 4.552546909837415967e+01 2.227010400653353539e+00 1.929968690535649102e+03 1.279848958461240471e+02 2.793400268363629024e+01
1.936777599047124809e+01 5.877396243181197022e+00 1.415302545198597954e+02 4.265923097206405714e+02 1.065030107182096231e+01 4.443987975818479441e+01 4.449371723900756859e-01 3.871650313308248883e+02 2.180171817256927014e+01 3.516822197904731695e+01
1.965756962326376822e+01 5.990307898918670659e+00 7.780024489750486794e+01 7.825184288813966305e+02 1.054944950516518709e+01 4.444985209384577018e+01 4.502700443542427822e-01 3.920242321732517894e+02 5.628755248279560419e+02 3.446511152039588577e+00
2.380790151422479894e+01 3.440495318621190624e+00 1.274450619318459843e+01 4.690357991415907577e+02 1.392014902880575278e+01 4.455498268491400182e+01 5.025657228467098614e-01 4.398207993202042871e+02 6.194710871671341934e+00 3.770274645291668492e+01
1.147152823936798072e+01 7.931913702484369999e+00 2.002241502861883475e+02 4.777925684634716390e+02 9.167805273736357563e+00 4.420285066177611810e+01 4.731804391013056943e-01 4.129412965211085407e+02 5.656471614275758242e+01 3.897290913357105069e+01
1.946754342012011563e+01 5.196789469028558095e+00 4.469944440630370082e+02 1.391058296411829076e+02 1.132626735554582176e+01 4.268826128597362413e+01 9.351950299462330474e-02 7.687213351259849503e+01 2.124785511524238757e+01 4.680590534480565168e+01
1.060166612829329935e+01 1.026800478840598352e+01 5.207446967997684624e+02 4.311885995929605997e+02 8.057704550725089732e+00 4.404430500846101637e+01 4.412720285642237616e-01 3.838254293141511084e+02 4.160613019504448573e+01 2.665708231192803623e+01
1.788902784705138060e+01 4.864494208429688271e+00 2.264253548496795247e+03 4.575801666204724256e+02 1.170672792677447482e+01 4.434615776784159635e+01 4.821176258649770840e-01 4.211077735127784081e+02 2.248208787140815446e+01 3.157428881098149276e+01
9.338765632674805772e+01 1.685461159959706690e+00 4.112332409482415869e+02 3.442835082512267491e+02 1.988817789440062711e+01 4.485430567752136000e+01 3.380453871641834196e-01 2.903552453311053227e+02 2.439878002666558032e+01 4.775968341138016626e+01
1.479694423018401395e+01 4.136489101793396017e+00 2.896197332094231456e+02 4.841831137902958631e+02 1.269516729302235625e+01 4.424193173902225595e+01 5.031262692762688005e-01 4.403342467673851388e+02 4.973565354906797609e+01 1.617473035107099832e+01
5.760751000727960758e+01 1.133599747352255438e+00 2.539743419636999135e+02 4.011435559437484244e+02 2.425071234917722762e+01 4.462593381919882773e+01 3.277819802151232809e-01 2.811356797990960672e+02 1.464535408346532108e+02 1.289075459410457469e+01
6.769609397672287514e+02 3.302706354349059570e+00 3.140696838562349740e+02 2.967065568997956575e+02 1.420755642341570102e+01 4.534438330391962069e+01 2.891191131863900532e-01 2.465764424005974149e+02 1.590907260689050418e+01 4.871461614024813258e+01
1.215358347150139480e+02 7.773364265931594907e+00 3.667201197116072535e+02 4.670535293295660608e+02 9.260828906315039077e+00 4.501768361780521843e+01 4.325002465051199785e-01 3.758327658754669756e+02 1.071665252519943579e+02 2.350724088238781562e+01
1.975934705544635861e+01 8.173933357785037046e+00 2.753378095305850820e+03 8.605313075758917876e+02 9.031062007862646013e+00 4.507068004316230514e+01 9.323321704904594664e-01 8.338438332477618360e+02 8.626868171598578883e+00 4.294219702178519071e+01
2.053356462838067742e+01 5.764507015477787988e+00 1.795094772547803814e+03 2.943514260840349834e+02 1.075408053375321238e+01 4.386412128517994091e+01 2.893245869688623184e-01 2.467595245005402091e+02 1.291317919828707694e+01 4.844822965391505676e+01
2.067042968044826168e+01 2.877208455841346879e+00 7.513751585178398500e+02 5.810650279960929083e+02 1.522189446063457829e+01 4.470184575471753163e+01 6.008247107477531213e-01 5.300077279479248773e+02 5.181640311843193558e+01 2.991738446273794594e+01
7.409762699997191504e+00 2.698720177873791926e+01 2.390229075042147144e+02 1.390528909667365042e+03 4.970218051666986270e+00 4.500830320485906810e+01 1.428293390429864695e+00 1.274060519437335643e+03 2.725074167442122075e+02 1.031200544537416164e+01
7.437764139179669165e+00 1.752377650332056547e+01 4.365188833736401648e+02 1.539356812639871805e+03 6.167945358638006859e+00 4.529129333775608757e+01 1.714887521582384444e+00 1.517176046456822405e+03 4.547633976947084022e+01 1.474194556002628786e+01
1.686832636404479047e+01 2.637681465698096250e+00 4.979053681010739183e+02 7.629885894120018293e+02 1.589802577049041865e+01 4.490982737941166647e+01 7.727771804295046065e-01 6.880657603041061066e+02 9.645903771923435954e+01 3.636244401646258950e+01
6.026775099769630373e+01 3.357671931076838590e+00 2.376287404173490359e+02 2.410221127809904829e+02 1.409078668697882186e+01 4.414691066549605125e+01 2.224106113196284706e-01 1.876168960639780323e+02 5.589289312651245467e+01 9.390210488187999971e+00
3.783193325491438941e+01 4.578968317985457226e+00 1.288967268796502367e+03 2.513176440339483406e+02 1.206620087744719250e+01 4.389756282346788652e+01 2.416553311679501270e-01 2.045269215562233001e+02 5.079349041761116723e+01 7.304459596056145365e+00
2.834768166077362039e+01 2.635790037765116001e+00 8.827019426634458341e+02 2.714121596877490106e+02 1.590372891395321453e+01 4.395848385382505086e+01 2.512867617806215925e-01 2.130234264837399110e+02 4.103231815191377763e+01 3.202873074340345028e+01
1.811021263570046003e+01 6.323888470841128040e+00 1.041152779450847675e+03 3.393054574290170535e+02 1.026744226519859637e+01 4.397541772026887941e+01 3.435791284718929806e-01 2.953261766092699077e+02 1.746330819074036000e+01 4.162633560387612874e+01
4.734200191479315123e+01 5.129256877869350362e+00 1.033697318159228644e+03 1.431735021694750287e+02 1.140058523116256239e+01 4.307863747765396312e+01 7.498622910881436177e-02 6.137534363606666687e+01 7.649722350577171426e+01 1.143467048410191111e+01
3.223260058502946634e+01 1.052146982180028889e+00 3.427050357695055709e+02 4.987821234129918366e+02 2.517190960861042726e+01 4.437504028551023083e+01 4.240130434564092221e-01 3.681068344086597222e+02 1.573874703878777268e+02 2.869584561172709414e+01
5.216336484525807293e+01 3.782619902030709191e+00 3.774950077629700331e+02 5.399221772295783239e+02 1.327571800636143529e+01 4.511062619404986407e+01 5.926432996624965144e-01 5.224888047481589410e+02 9.789098881438871302e+00 1.797604499161425906e+01
6.735971819476420208e+00 1.531528357971494714e+01 2.844837985280751127e+02 6.844522614292703793e+02 6.597689138196597192e+00 4.420756703857392012e+01 7.075434098328979848e-01 6.281518269147624096e+02 4.803898174334637616e+01 4.809645418263027494e+01
2.417867536178582810e+01 5.585366147948303883e+00 3.228397189233784843e+02 4.448167280116389861e+02 1.092517862177592747e+01 4.431210041349772411e+01 3.489238790448783156e-01 3.001349845132863265e+02 1.887336800186095047e+02 6.430978648164481726e+00
1.178399304801413727e+01 2.929381729804006440e+01 2.314371495322777719e+02 5.251141829955529374e+02 4.770527307414138996e+00 4.428781016720910202e+01 5.483847857861404718e-01 4.818318709653170799e+02 5.453022132042743664e+01 1.248745212083827738e+01
7.612143699617310233e+01 2.537850851878941327e+00 1.073944580871311018e+03 3.809344145778168240e+02 1.620769751535838310e+01 4.467980294224757642e+01 4.036533105762682982e-01 3.496144121051908087e+02 9.128348481561847194e+00 3.483407667639657745e+01
1.977828972847466815e+01 1.858444074084278475e+00 1.405256071764943954e+03 8.666296480396082416e+02 1.893998463038609259e+01 4.523681970654125450e+01 9.440401968136882260e-01 8.444778290171244635e+02 2.714486653367599445e+01 1.591916007857449600e+01
5.018644851515066563e+01 3.110986123687943028e+00 1.648182012790250610e+03 2.251563186902677955e+02 1.463879515053065816e+01 4.385853669010460010e+01 2.095787952941460253e-01 1.763872550877799199e+02 3.798440074013631573e+01 2.100562445978455628e+01
1.969360859707093141e+02 1.766152672753601438e+00 5.340929177105268764e+02 8.026794533749162497e+01 1.942854372252118367e+01 4.307292067352080522e+01 4.388297961340770215e-02 3.564844412180558209e+01 3.403353583543644589e+01 1.254400204245796857e+01
2.361560447463937962e+01 2.663109374338873625e+00 2.024790791237775167e+01 4.246811644791951608e+02 1.582194493824094650e+01 4.439891005028746918e+01 4.149984393823484830e-01 3.599190125733985042e+02 6.522282079274182820e+01 2.641552308500303425e+01
1.262965661760771781e+02 1.684840970460558474e+00 5.162675876152756018e+02 2.239388631758378665e+02 1.989183797402727549e+01 4.441324231934666500e+01 2.266942257075414968e-01 1.913706806000763549e+02 1.480294740975390511e+01 2.514825409772169351e+01
1.226121429338834901e+01 7.524867449120957730e+00 1.410229261948043415e+02 1.626612304964478426e+02 9.412499006401995771e+00 4.284629095577624014e+01 1.288065625569380090e-01 1.067030721532366897e+02 2.177836948514643112e+01 4.138756688127056549e+01
1.188301200542644231e+01 7.775027090004813068e+00 7.359664814239627617e+01 4.339207750355851090e+02 9.259838559111374323e+00 4.400246873448946872e+01 4.581455175464311802e-01 3.992029307247777865e+02 2.953344450487960415e+01 2.109022455579894029e+01
4.314487210457532029e+01 3.330943521824056397e+00 4.253491186776565769e+02 2.111553376971009470e+02 1.414720790707110787e+01 4.324447905790460567e+01 8.776013149675587766e-02 7.204373692830819209e+01 1.415855449520781804e+02 9.734508192908048585e+00
2.112872970715241294e+01 6.980100064896384460e+00 7.631054720084767951e+02 4.316131108099566518e+02 9.772902053256638411e+00 4.418997821118045977e+01 4.019084958067754565e-01 3.480296245370658994e+02 9.281844646302421609e+01 2.435795305209031980e+01
9.973201316746938971e+01 8.656304394091887122e-01 1.249814253083279141e+02 1.077507487998482532e+02 2.775160533288972431e+01 4.317468759361823771e+01 6.809745562975366706e-02 5.564669919317469748e+01 1.284100225111549776e+01 4.281120056177900324e+01
5.288908070093648917e+01 2.276130982481093135e+00 3.073385577402809687e+01 3.992981777051915628e+02 1.711416620216486706e+01 4.451345121615147349e+01 3.323952016100759632e-01 2.852797127869264386e+02 1.071740847910377425e+02 4.474357076100550756e+01
2.120054375328357565e+01 2.008243296087699026e+00 8.552714520533052109e+02 2.140551304753750230e+02 1.821990916742515765e+01 4.364494467053756921e+01 1.977510340158278312e-01 1.660708047215496208e+02 3.869657711373182707e+01 1.877669867446486052e+01
1.118333915338453188e+01 5.397181213890559270e+00 5.512779079696642839e+02 4.673987169540769742e+02 1.111401223265331772e+01 4.428827370846749290e+01 5.002773870217099850e-01 4.377247371107574168e+02 2.322135159759574297e+00 4.219706578211075509e+01
5.649087600086989625e+01 6.852148433567028185e+00 6.608096965076704237e+02 4.846236852128812984e+02 9.863725765444829818e+00 4.469359163240662269e+01 4.358769571508315233e-01 3.789095536409568581e+02 1.293022855686740229e+02 2.249020000066349567e+01
1.388726000849543674e+01 6.250684597211257909e+00 1.827161118240756821e+02 7.201728618353752154e+02 1.032738999718281647e+01 4.443472665791705367e+01 5.384232538287165859e-01 4.726896459595467945e+02 3.431440886203124592e+02 3.758984561537418756e+01
2.001941918994269543e+01 3.412682602481328598e+00 8.297444345396307881e+02 4.973573869396789178e+02 1.397675721396151083e+01 4.440354968265794611e+01 5.451467882936397169e-01 4.788601893232679458e+02 7.628949240460657144e+00 2.095193624896954532e+01
1.083906549082793447e+01 8.479790297803651455e+00 8.243556023718339532e+01 1.212722439923159754e+03 8.866695909732692726e+00 4.528260287022342823e+01 1.343479496213471513e+00 1.200474853726712809e+03 2.530896361236300507e+01 3.393003517117443302e+00
2.174291131519790099e+01 2.545858222459375764e+00 2.677552495771049479e+01 8.172650730718937666e+02 1.618218877954239687e+01 4.494197268180099769e+01 8.072509933427001183e-01 7.196737716819607158e+02 1.467786567257157628e+02 2.959331965284749444e+01
1.751927194098576734e+01 7.018254983158485949e+00 7.473420834421750669e+02 4.501065382489387048e+02 9.746300536148543969e+00 4.438275688731981461e+01 4.346900253557371974e-01 3.778280463373164366e+02 7.711799846036522865e+01 2.657923293299453604e+01
1.326305535594183382e+01 9.445292828109170813e+00 1.355385165576331303e+02 7.913374569965557157e+02 8.401303172904214023e+00 4.480653792785983569e+01 8.492640093569195914e-01 7.581351180242936607e+02 2.368473550626190871e+01 3.771515498161094371e+01
4.049318519976924335e+01 4.163007732668992489e+00 1.293771611780548767e+02 6.514545999985654134e+02 1.265466817249268772e+01 4.504076880552475615e+01 6.768661677356659911e-01 5.999455880513963848e+02 5.415825445167502750e+01 3.221546501602488632e+01
1.406134217143820742e+01 3.970387211410505657e+00 1.861393006855500118e+02 3.282105358979197263e+02 1.295799890190789938e+01 4.390711776239652409e+01 3.511921253729058945e-01 3.021804684639203629e+02 2.519496148512714484e+01 9.976660654618557444e+00
2.646282832079319292e+01 1.983026840258417023e+00 8.970822826832632657e+00 1.463995530541103562e+02 1.833538671859276548e+01 4.313457546858061420e+01 1.027065500398465225e-01 8.460017000060226167e+01 2.431651790110743505e+01 4.383006658041743719e+01
2.386701626746083349e+01 6.263633426160315487e+00 1.000957471181157032e+01 2.034399970866571721e+02 1.031670955159577829e+01 4.286044233993703045e+01 1.039519728928519626e-01 8.564985806034779614e+01 1.014097857039685380e+02 2.862487066144899117e+01
9.609745732736906021e+00 2.683651892473565681e+01 2.128097778194496641e+03 1.146364910826257528e+03 4.984152018060398426e+00 4.514655714804140985e+01 1.257871483559535264e+00 1.125446225905036499e+03 3.699659112028194130e+01 1.023511103690988300e+01
1.553809754111496133e+01 1.473843110634134490e+01 1.980378657965137847e+02 8.797802227482408171e+02 6.725564508876483494e+00 4.504572506501804696e+01 9.302809293601275176e-01 8.319807618043181492e+02 7.105672586901617649e+01 2.120966202473197271e+01
5.657772309861748994e+01 6.165184373495830705e+00 5.025178295690942605e+02 7.285098752477366588e+02 1.039875475735314936e+01 4.537059428778066206e+01 7.037248836402197893e-01 6.246420858845571047e+02 1.347751556357670495e+02 4.218698171098290572e+01
1.880174270568964445e+01 3.548061255821796767e+00 9.945491694107903413e+02 3.082147724853238060e+02 1.370751771761162630e+01 4.386633817728943541e+01 2.936024061461859347e-01 2.505711646462403337e+02 3.802132895600206552e+01 3.654658084358344183e+01
3.131009870549135954e+01 3.118898081156927127e+00 3.170634162028252376e+02 4.938652225090827415e+02 1.462021566053894439e+01 4.438181110885344083e+01 4.262975477763238930e-01 3.701818134315509496e+02 1.274245378992170714e+02 4.898480516868242063e+01
3.425793287608802018e+01 4.587105425725748198e+00 2.186872009410959095e+02 6.417153259800263640e+02 1.205549395571082449e+01 4.499042080126694287e+01 6.896714582010726735e-01 6.117236893055785458e+02 1.179289770330496978e+01 3.888311477024599583e+01
1.923717956929457173e+01 8.309312718622473781e+00 2.412585654977676484e+02 3.626625421216166956e+02 8.957190659750519757e+00 4.408811666235780535e+01 3.769678789395786156e-01 3.254429869319548061e+02 2.744667049137315473e+01 2.380346147321015948e+01
1.812262719761646110e+02 2.845742370520192299e+00 8.110343158976695577e+01 3.018332038317914225e+02 1.530581925165129853e+01 4.503599322400361871e+01 3.151350400263980278e-01 2.698054669400715966e+02 6.716184339774435408e+00 3.540461469927247862e+01
1.752553524987978406e+01 6.401308849215718411e+00 1.071572354812202974e+02 8.852582493250250764e+02 1.020516379770599968e+01 4.491665550997353762e+01 8.527334279733443934e-01 7.613062398532788393e+02 1.881597778281872024e+02 4.149025358458567325e+01
1.794185711695219254e+01 2.470508378139884442e+00 3.416172982454136218e+02 1.519182053919660575e+03 1.642711150016003430e+01 4.500338683153790953e+01 8.207385448644554105e-01 7.320211211370133242e+02 1.417691649344980306e+03 1.552260198384390932e+01
1.960055109822825514e+01 8.354006325434024660e+00 9.841058715934547081e+02 1.211620712773149762e+03 8.933198217365019289e+00 4.544865179059816285e+01 1.311497567144622289e+00 1.172547231254993449e+03 8.493721112843638821e+01 5.381046340652395621e+00
1.448769564930258298e+02 6.418479775498450834e+00 3.867144441648510451e+02 6.016943215353882124e+02 1.019150406244935603e+01 4.541692383918741172e+01 6.210737795234878567e-01 5.486300902861506756e+02 4.002507508306194239e+01 4.599595882564796057e+01
1.877025898507655555e+01 7.975602553036003961e+00 3.695146996970335636e+02 4.334342278942296502e+02 9.142661036200911084e+00 4.423234374965250737e+01 4.561462378101444060e-01 3.973784961389047794e+02 1.314808442612892847e+01 3.935433372087916126e+01
9.540795015699063697e+01 5.912086415134425010e+00 1.027399499075761469e+02 3.806957262712558077e+02 1.061900887529925619e+01 4.355561835710211227e+01 8.497498049416352117e-02 6.971346812252980385e+01 3.345017455567179923e+02 2.906223912226890693e+00
2.444996363790140137e+01 3.181486722379112120e+00 1.796337890339205785e+02 7.836576431101700564e+02 1.447569129660494980e+01 4.496738193774355352e+01 8.392766481655190569e-01 7.489920620318738429e+02 2.815006233207382280e+01 3.560953144032485085e+01
6.865152239535353473e+00 3.109067943588765814e+01 3.541431550464044875e+01 8.643545583868479980e+02 4.630621288149136205e+00 4.460783605937363916e+01 9.412683112512771899e-01 8.419602211359946295e+02 4.155978415783918933e+01 1.913633098716444048e+00
1.497066127842746219e+01 4.457504593975230911e+00 9.341498742331829419e+01 7.447692298337709644e+02 1.222949350567543370e+01 4.471078714118927167e+01 8.113457218704872576e-01 7.234223426493900888e+02 1.294223339904757175e+01 2.572435937763265557e+01
